Modifications in Master Proteins,Comparison 1: Group 1 Mean,Comparison 1: Group 2 Mean,Comparison 1: Group 1 v. Group 2 Log2 Fold Change,Comparison 1: Group 1 v. Group 2 P-value,Comparison 1: Group 1 v. Group 2 FDR-adj. P-value,Comparison 1: Group 1 Missing Values,Comparison 1: Group 2 Missing Values,Comparison 1: Group 1 Imputed Values,Comparison 1: Group 2 Imputed Values,Comparison 2: Group 1 Mean,Comparison 2: Group 2 Mean,Comparison 2: Group 1 v. Group 2 Log2 Fold Change,Comparison 2: Group 1 v. Group 2 P-value,Comparison 2: Group 1 v. Group 2 FDR-adj. P-value,Comparison 2: Group 1 Missing Values,Comparison 2: Group 2 Missing Values,Comparison 2: Group 1 Imputed Values,Comparison 2: Group 2 Imputed Values,Sample 126,Sample 127C,Sample 127N,Sample 128C,Sample 128N,Sample 129C,Sample 129N,Sample 130C,Sample 130N,Sample 131C,Sample 131N
Q61214 2xPhospho [S748(99.8); S758(99.9)],15.857323725292227,15.798088912591089,0.059234812701138395,0.8197747111983932,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.489862178523746,16.23904276871327,-0.749180590189523,2.6028755822284755e-08,9.61204768580087e-07,0 / 6,0 / 5,0 / 6,0 / 5,15.490584213882348,16.090624139935848,15.498145411213809,15.488747057814232,16.273469734764948,16.241011403083014,15.398567582373571,15.51053575750544,16.267668786250052,16.322439779532488,15.552593048353067
Q7TT18 1xPhospho [S533(100)],15.766105261784864,15.706320302176781,0.05978495960808239,0.49014021619818693,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.833852227404991,15.625023943432627,0.2088282839723643,0.002264459186123053,0.004401223305359468,0 / 6,0 / 5,0 / 6,0 / 5,15.931652012501615,15.570956131876432,15.777136235517144,15.896261237332324,15.55990664788453,15.798293825663714,15.826065190078705,15.788352420198624,15.58484716860199,15.611115943136465,15.783646268801542
Q7TT18 2xPhospho [S533(100); S],14.879608333956291,14.812082078998383,0.0675262549579081,0.8145042250885468,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.576973433670465,15.175243959341373,-0.5982705256709071,0.014128832918551933,0.0181031142971285,0 / 6,0 / 5,0 / 6,0 / 5,15.034438108643531,15.29179517215607,14.91682773964672,14.47842890339296,15.444008728220334,15.034372214805444,14.651332507972258,14.475868867373867,15.143296944159149,14.962746737365872,13.904944474993457
G5E8K5 1xPhospho [S1473(100)],15.717950773884306,15.58129397516887,0.13665679871543546,0.2830199309004152,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",15.782319394183794,15.504051630809489,0.2782677633743056,0.011711438339047245,0.015406650435845867,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.892302441646494,15.674848742009356,15.82462452943867,15.728898878219429,15.40155465624979,15.541571490433308,15.817656703717214,15.946848314616243,15.379048488973968,15.523234776381017,15.483585497464716
Q8C8R3 1xPhospho [T3745(96)],15.708960983581745,15.694548747597528,0.014412235984217148,0.9473282603184903,0.9948798041437632,0 / 6,0 / 5,0 / 6,0 / 5,15.458031578427374,15.99566403378277,-0.5376324553553964,0.001074725781505873,0.002614744607240171,0 / 6,0 / 5,0 / 6,0 / 5,15.813292653225163,15.927921490937411,15.496968878085417,15.234396860188149,16.04974072526032,16.054327244443616,15.61150037535218,15.162234581492324,15.88473763706871,16.0615930712038,15.429796122221012
Q3UPP8 1xPhospho [S304(99.6)],14.688484053478328,14.634769958906995,0.05371409457133325,0.8437020173633867,0.9660995414770119,0 / 6,0 / 5,0 / 6,0 / 5,14.354095197834257,15.03603658567988,-0.6819413878456242,0.0007537393581655077,0.002034899468258838,0 / 6,0 / 5,0 / 6,0 / 5,14.637336311820633,15.004070793833916,14.70060840750413,14.156036633733551,15.135833149448564,15.123945962808524,14.451686411540445,14.227581526856907,14.934399930491956,14.981933091816442,13.951321895549876
Q6PDM1 1xPhospho [S127(100)],15.947156670117003,15.811896135312836,0.13526053480416778,0.26471764333298975,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.784201643237893,16.007442167567767,-0.2232405243298743,0.04706920937128947,0.05456228978689833,0 / 6,0 / 5,0 / 6,0 / 5,15.940513591065072,16.081464022078773,15.718332946620292,15.948553220274862,16.17260703718988,16.02677088151383,15.866293378612625,15.758665404187958,15.829395995474826,15.926972901581523,15.472851318666551
P14873 1xPhospho [S1293(92.1)],17.429558231231617,17.50012535019092,-0.07056711895930334,0.44120332940878504,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.398132806235264,17.537835860186544,-0.1397030539512798,0.10620836580698709,0.11808543037034909,0 / 6,0 / 5,0 / 6,0 / 5,17.31804456144,17.33075479273115,17.28662311558634,17.47791710765755,17.667856162423178,17.558253359524418,17.321867771797642,17.357729239832125,17.597664660049507,17.53465032620447,17.62661504109794
P14873 2xPhospho [S1307(100); S/T],16.55131401055469,16.44600875457241,0.10530525598228024,0.2231473222000482,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.405271973931622,16.621259198520093,-0.21598722458847064,0.0019979485676528555,0.003976452827727677,0 / 6,0 / 5,0 / 6,0 / 5,16.4491837359121,16.700646678766315,16.21818040412086,16.429836174492003,16.594772741608683,16.660849930040964,16.419109236462834,16.440611245478326,16.523270343546056,16.626756298638437,16.474711047123602
Q9R0L6 1xPhospho [S1777(100)],16.744028475471094,16.793301730402074,-0.04927325493098067,0.8717453230405141,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,17.16261514632475,16.290997725377686,0.8716174209470644,1.9933911252734346e-07,4.29409671569319e-06,0 / 6,0 / 5,0 / 6,0 / 5,17.068788064529897,16.215078112239716,17.141991094201245,17.29649738216774,16.18378311802272,16.420037159673292,17.024386591299095,17.18250654885246,16.354826651589264,16.281263585363448,17.261521196898062
Q9R0L6 2xPhospho [S1766(83.4); S1777(100)],14.574904663855001,14.394243885652035,0.18066077820296655,0.54894734475141,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.161760255915098,14.890017175179917,-0.728256919264819,0.0020331831030964104,0.004035146504033951,0 / 6,0 / 5,0 / 6,0 / 5,14.648313410296806,14.951300790710803,14.481620705134958,14.001901524785843,15.033426050721843,14.835725870134103,13.868785652335305,14.258617691870077,14.87606446900047,14.75356869533237,13.71132255106759
Q925H1 1xPhospho [S178(81.6)],14.960697479992346,14.923613771369762,0.0370837086225837,0.8560921783396251,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,14.737079285511996,15.191955604746184,-0.45487631923418803,0.00645818256619866,0.009313473882077287,0 / 6,0 / 5,0 / 6,0 / 5,15.09027347233613,15.257553093419151,15.008321723210624,14.451651966747228,15.294187876284727,15.16980507992939,14.789729217478166,14.645173832502271,15.088504539077736,15.149727435019912,14.43732550079756
Q925H1 1xPhospho [S178(87.3)],16.706355910874663,16.794162684586773,-0.08780677371210999,0.3580562649942375,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,16.848871705717638,16.623143730775205,0.22572797494243346,0.0038259181184588506,0.006181663794948012,0 / 6,0 / 5,0 / 6,0 / 5,16.6969183477583,16.632632091507404,16.902335230800478,16.78202304923871,16.575113649881164,16.65881426709665,16.975962813513352,16.765870384882792,16.54728132062669,16.701877324764126,16.970120408112187
P58404 1xPhospho [S276(100)],14.93507286920677,14.688472657327287,0.24660021187948367,0.5240217137200183,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.378050057723195,15.356900031107577,-0.9788499733843814,0.0007632780925829771,0.002043636483226059,0 / 6,0 / 5,0 / 6,0 / 5,14.974099719483451,15.434461367640962,14.78622697922108,14.239116106568163,15.3352678002359,15.34451344940578,14.12674101248902,14.33857945767316,15.390590423786133,15.279667114469108,13.80353707090429
Q61115 1xPhospho [S1412(100)],14.979920745749288,14.84096064719418,0.13896009855510805,0.6842630286729185,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.49435260445494,15.423642416747398,-0.929289812292458,3.9381402544466315e-05,0.00019298753663970697,0 / 6,0 / 5,0 / 6,0 / 5,14.90768443106142,15.498848512930008,14.602847089856224,14.38961795709575,15.504173629670458,15.351516576943514,14.394641935365604,14.50724759659768,15.539063964325663,15.22460939986735,14.164076616752958
O35492 1xPhospho [S283(78)],16.502419479336893,16.513503765782808,-0.011084286445914415,0.9730775396800584,0.9964902849768044,0 / 6,0 / 5,0 / 6,0 / 5,16.91806236331571,16.014732305008234,0.9033300583074748,1.4076155037971438e-05,8.3647955800359e-05,0 / 6,0 / 5,0 / 6,0 / 5,16.730291256168567,16.125282093591107,16.73050225492911,17.146407488001586,16.011905539115265,16.1407752879679,16.79328975294997,16.910603118858702,15.834540972933404,15.961157631433492,17.197280308986308
P42859 1xPhospho [S396(99.5)],14.122460595427555,13.779781466924167,0.3426791285033879,0.5874430061122665,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.265606146163407,14.808006806041146,-1.5424006598777389,0.0015820735766380132,0.003443924375249907,0 / 6,0 / 5,0 / 6,0 / 5,14.354489680188967,14.973123722353607,13.866939255507305,12.643603245262032,14.978501558509889,14.72355792539212,13.01678973907367,13.361657141399826,14.686518965981335,14.678331857968775,12.350157815548624
P68254 1xPhospho [S232(97.3)],18.643908886202386,18.580416981931098,0.06349190427128804,0.5393607167728858,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,18.516096330498456,18.73379204877582,-0.217695718277362,0.013733753484586962,0.017640622488276917,0 / 6,0 / 5,0 / 6,0 / 5,18.282295473279923,18.721171832803417,18.46513014778701,18.65550631965803,18.613702505765957,18.765612172551943,18.4942671555834,18.577210136132106,18.706816349968868,18.861657382788906,18.62216875055025
Q6P9K8 1xPhospho [S1363(99.4)],14.561793634594709,14.252523721705552,0.30926991288915673,0.5557035510724451,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.806249068139685,15.15917720145158,-1.3529281333118952,0.0004300369312333171,0.0013070377136085176,0 / 6,0 / 5,0 / 6,0 / 5,14.574088070307782,15.202283862306816,14.267905670787204,13.558582873145944,15.24229035418921,15.208450720809216,13.669975993947528,13.751593511559888,15.067098300514058,15.075762769438615,13.01534828908976
P97434 1xPhospho [S364(100)],16.163757466244693,16.19209943359255,-0.028341967347856212,0.7328273790718038,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",16.24007643588383,16.100516670025588,0.13955976585824104,0.06476382573227586,0.073427407683304,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",16.22716711590004,16.164546602345233,16.06390728025199,16.251078579877692,16.103865115094234,16.155379377354365,16.38469194636567,16.116980542009095,16.01139967535236,16.06739257998174,16.39663315089849
Q8CJF7 1xPhospho [S1138(87.5)],14.58966333046414,14.25116072906068,0.33850260140345867,0.4836567570567515,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.893450335631423,15.086616322859935,-1.1931659872285127,0.0014188514367359413,0.00318933127301079,0 / 6,0 / 5,0 / 6,0 / 5,14.687741748115434,15.144860105071144,14.340724370417863,13.7598432304792,15.120727398798344,15.029633116829707,13.620752344050803,13.926897262595553,15.14885647390669,14.98900451969379,13.0247430581297
P70445 1xPhospho [S44(76.6)],16.3329788526697,16.33185771282582,0.0011211398438817355,0.9955798352044862,0.9993178729778197,0 / 6,0 / 5,0 / 6,0 / 5,16.107148302672858,16.602854372822033,-0.49570607014917556,0.0012302399774406184,0.002871485635832053,0 / 6,0 / 5,0 / 6,0 / 5,16.015203355117016,16.612132419975197,15.966294482785669,16.315330070916758,16.443437023509215,16.561870549549344,16.369951425104578,15.80619329713916,16.709688447755674,16.687143423320737,16.16991718497396
P30415 1xPhospho [S1148(100)],14.466476740162454,14.203109994630092,0.2633667455323625,0.6285089432502491,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.727568173011997,15.089800275210635,-1.3622321021986377,0.0008761498095455334,0.0022535793608708496,0 / 6,0 / 5,0 / 6,0 / 5,14.581551394822464,15.16840427084009,14.333807391566872,13.377280533231476,15.190380997196804,15.079722064913604,13.376751647899033,13.689466681409838,15.108058547345436,14.902435495757238,13.006551389142306
O08648 1xPhospho [S492(100)],16.041498355576884,16.03286050222942,0.008637853347465807,0.9491491544063739,0.9948798041437632,0 / 6,0 / 5,0 / 6,0 / 5,15.899404491789964,16.203373138773728,-0.3039686469837637,0.005666175093495007,0.008393732158558506,0 / 6,0 / 5,0 / 6,0 / 5,15.993727506199598,16.280216711941573,15.82421158728079,15.942356508014544,16.21092610619813,16.17961152314465,16.1647922691587,15.78233558752112,16.275369055944438,16.07074229663984,15.68900349256504
F8VPU2 1xPhospho [S512(100)],15.83289654371788,15.776393422434278,0.05650312128360113,0.639195310522521,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.677804292998724,15.962504123297265,-0.28469983029854085,0.002839290812008108,0.0050705124345706105,0 / 6,0 / 5,0 / 6,0 / 5,15.801086484717228,15.848022632313263,15.80998532445165,15.526340419446807,15.95386366778778,16.065350118416198,15.61602786569351,15.791352180724774,15.980056771280069,15.965227426689005,15.522033482958378
Q80TE4 1xPhospho [S1406(99.9)],17.409047403037096,17.452234630635395,-0.04318722759829896,0.6811177230767251,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.40134353979283,17.46147926652852,-0.06013572673569101,0.5653295708250295,0.5874882173196789,0 / 6,0 / 5,0 / 6,0 / 5,17.22800187490925,17.531441445696686,17.239637494227765,17.553139318148393,17.238594793483674,17.37019588382882,17.53047683004213,17.32591492182394,17.72157323581793,17.445590973815488,17.530890799605483
Q9QXM1 1xPhospho [S969(100)],17.628619802609595,17.592170922885952,0.0364488797236433,0.6873753538434417,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",17.677324695983987,17.533725050836686,0.14359964514730095,0.08588454102320404,0.09631737030151083,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",17.487912311977848,17.451614982204454,17.626894193585393,17.838835264140414,17.370508262620028,17.649849714105784,17.635978614813084,17.784315190974567,17.63746094299865,17.55919135225452,17.690012600412615
Q99LI2 1xPhospho [S58(99.5)],17.037989373228882,17.04331067130385,-0.0053212980749677286,0.9837010752524236,0.9973614359465778,0 / 6,0 / 5,0 / 6,0 / 5,16.705524576592882,17.442268427267045,-0.7367438506741628,8.709444272471108e-07,1.059478279733544e-05,0 / 6,0 / 5,0 / 6,0 / 5,16.601929119395674,17.45989370794652,16.845178572739947,16.75719890992006,17.48602929053972,17.425946699969145,16.81109151777081,16.504022966540848,17.360527602278815,17.478944835601038,16.71372637318996
Q61810 1xPhospho [S1163(99.3)],15.219050384467389,15.43940645914173,-0.22035607467434204,0.22925727531040208,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.1989117622982,15.463572805744757,-0.26466104344655683,0.1403903636830454,0.1547586738254466,0 / 6,0 / 5,0 / 6,0 / 5,15.276903747603772,15.48664807739787,15.550525688743418,14.659652207011078,15.454678702443234,15.711428499410742,15.280798703707957,15.033946340667445,15.519385314758512,15.145723434713425,15.391643886055537
A2ALU4 1xPhospho [S394(100)],15.174733637811663,14.911026319257664,0.2637073185539993,0.20338976371766904,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.853227421930507,15.296833778315051,-0.44360635638454404,0.01658449817142443,0.020785904374851952,0 / 6,0 / 5,0 / 6,0 / 5,15.304915702096828,15.260937822685918,14.872610233703854,14.997822471061308,15.32478733249874,15.398744470122312,14.757313443670643,14.884163748064742,15.297881653429409,15.201817612838877,14.30253893298568
F8VPU2 1xPhospho [T527(100)],16.08078814708067,16.056920367307455,0.023867779773215858,0.9434795681079462,0.9948798041437632,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",15.64483624829664,16.580062645848297,-0.9352263975516575,6.415815097331794e-06,4.5587591758073616e-05,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",15.69798284562508,16.601147840769343,15.731545923060956,15.797983604130938,16.65407775229056,16.259381572964866,15.71475638539644,15.493205828912666,16.750678873135566,16.635027190081143,15.433542902653754
P42859 2xPhospho [S398(100); S411(100)],17.439575046799618,17.573897703946734,-0.13432265714711633,0.11015609367483564,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.58862476187573,17.3950380458554,0.19358671602033084,0.010282955285786452,0.013772766535625895,0 / 6,0 / 5,0 / 6,0 / 5,17.401692769384077,17.30458250412293,17.57339273995271,17.613945649022416,17.448132531771424,17.332228739849054,17.620801605127895,17.561372631934077,17.466618467048434,17.42362798648516,17.76054317583322
F8VPU2 2xPhospho [S512(100); S516(100)],14.284892065858244,14.049705077889948,0.23518698796829618,0.6514156216210473,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.619579655095295,14.848079970805486,-1.2285003157101908,0.0028640683007427063,0.005105942453393032,0 / 6,0 / 5,0 / 6,0 / 5,14.473288719753496,14.954814804279618,14.278206447846726,13.282748587141004,15.008884487069093,14.759448538745652,13.458077893375318,13.541657747414927,14.819858026118302,14.69739399781477,12.683498535040297
F8VPU2 2xPhospho [S512(100); T527(99.9)],14.879781159849685,14.593670476978385,0.2861106828712998,0.45677484530869517,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.313739505251496,15.272920462496213,-0.9591809572447172,0.0011754753709508484,0.002762367121734494,0 / 6,0 / 5,0 / 6,0 / 5,14.894815897831084,15.229762738022895,14.589028090185652,14.28355758662802,15.340270172502226,15.321724538078834,14.238083760221416,14.3401124946624,15.264131160002238,15.208713703874873,13.5368392019804
Q61810 2xPhospho [S1163(100); S1164(100)],14.979985955805619,15.105845919332998,-0.12585996352737894,0.6019638521692594,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.848485692063123,15.26364623582399,-0.41516054376086586,0.058752864013891556,0.06720183782119897,0 / 6,0 / 5,0 / 6,0 / 5,15.021753125628395,15.461653768376546,15.462930715180583,14.579954710659354,15.38398603008852,15.24440234732819,15.01003553795194,14.61081230889106,15.26684955937652,14.961339473950176,14.405427754067423
P70445 2xPhospho [T37(82.4); S44(93.6)],15.543844511852912,15.290215605110594,0.25362890674231764,0.3734807702296741,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.081388671394343,15.845162613660879,-0.7637739422665355,0.0001795024598781018,0.0006605179484482465,0 / 6,0 / 5,0 / 6,0 / 5,15.420456990014182,15.937603887709187,15.292917318991917,15.147640303478346,15.801115985645282,15.873764751001088,14.965588137832317,14.99603205658595,15.72575936162011,15.887569082328728,14.665697221463349
Q7TMI3 1xPhospho [S668(97.6)],15.461874739770593,15.562555222206024,-0.10068048243543082,0.7080391860102533,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.853224099584923,15.092935990428828,0.7602881091560949,1.5354350965635058e-06,1.6200407039251684e-05,0 / 6,0 / 5,0 / 6,0 / 5,15.87577344553006,15.244778752508568,15.8487138095526,15.77899301992655,15.010798621997646,15.208823009711782,15.853030651638504,15.775439559181589,15.112838916161136,14.887440651765,15.98739411168023
Q501J6 1xPhospho [S492(84.4)],14.584984142699431,14.436514869866574,0.14846927283285716,0.6338376272371536,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.184771797345194,14.916769684291657,-0.7319978869464627,0.0031469766012282223,0.005417750417706031,0 / 6,0 / 5,0 / 6,0 / 5,14.712415576043403,15.055942562093346,14.63054583294833,13.94422716655506,15.0046221665146,14.891821023931444,13.952432575172033,14.110525828326749,14.836489969672307,14.794972699246587,13.758483805025593
Q91YM2 1xPhospho [S970(100)],17.404402199160774,17.36610782038388,0.03829437877689301,0.5588452278075974,0.9642740717748706,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127C    0
Sample 128C    0
Sample 129C    0
Sample 130C    0
Sample 131C    0
dtype: int64 / 6","Sample ID
Sample 127N    0
Sample 128N    0
Sample 129N    0
Sample 130N    0
Sample 131N    0
dtype: int64 / 5",17.41999682276127,17.347394272063287,0.07260255069798305,0.2544458457893194,0.27491850004823015,0 / 6,0 / 5,"Sample ID
Sample 126     0
Sample 127N    0
Sample 128C    0
Sample 129N    0
Sample 130C    0
Sample 131N    0
dtype: int64 / 6","Sample ID
Sample 127C    0
Sample 128N    0
Sample 129C    0
Sample 130N    0
Sample 131C    0
dtype: int64 / 5",17.28984341859163,17.43213850103605,17.347817718302164,17.406274812870794,17.280624713780842,17.28262946855599,17.365164672721587,17.59038781672072,17.316439499754093,17.425139177189468,17.52049249736072
P83741 1xPhospho [S2027(99.8)],16.891764053305227,16.91087566538858,-0.019111612083353435,0.9185752086965878,0.979182232775538,0 / 6,0 / 5,0 / 6,0 / 5,17.038582954557842,16.734692983885445,0.3038899706723974,0.07514930452011821,0.08492282062710627,0 / 6,0 / 5,0 / 6,0 / 5,17.33922620787443,16.803987569542794,17.18747983112414,16.927554517541008,16.697757482375877,16.898372152806182,17.386167823888073,16.641758902066424,16.533662744701832,16.739684970000543,16.74931044485298
P83741 2xPhospho [S2027(100); S/T],17.49676916031299,17.597362362579663,-0.10059320226667268,0.671938577859555,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,17.821130011515596,17.208129341136527,0.6130006703790691,0.00035617809116470953,0.0011463197252060302,0 / 6,0 / 5,0 / 6,0 / 5,18.142726772374537,17.273349690832816,17.902876158990377,17.59115906808312,17.238576430192936,17.26004806629878,18.027481248425023,17.61237917800346,17.16772033207289,17.100952186285216,17.650157643217078
Q80TE4 1xPhospho [S1406(91.2)],16.112507490444965,16.11620886359072,-0.003701373145755582,0.9834941650554497,0.9973614359465778,0 / 6,0 / 5,0 / 6,0 / 5,15.910888808647663,16.358151281747478,-0.4472624730998156,0.0007562198974012926,0.002036279619564939,0 / 6,0 / 5,0 / 6,0 / 5,15.821300041710463,16.362883518174097,16.018445785190263,15.920831577713535,16.520520381079987,16.19363906911943,15.982236486705489,16.09000104594967,16.4273237503613,16.286389690002576,15.632517914616562
Q8CAF4 1xPhospho [S1445(93.1)],15.674439109385213,15.79952068041994,-0.12508157103472684,0.47924324588401024,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.916488605122646,15.50906128553502,0.4074273195876259,0.0047880521901535215,0.007367330304492175,0 / 6,0 / 5,0 / 6,0 / 5,16.021958300299985,15.53581215420374,16.109901834822782,15.565173096219286,15.484945147690237,15.531528202658382,16.204868082902035,15.838422920388457,15.439280940581297,15.553739982541446,15.758607396103343
Q99JB0 1xPhospho [S198(99.4)],14.350631546135373,14.166153498114127,0.184478048021246,0.6969874837326548,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,13.740067406879996,14.898830465220579,-1.1587630583405826,0.0014004585070300148,0.0031686522894289614,0 / 6,0 / 5,0 / 6,0 / 5,14.506885806204542,14.99433299172286,14.290193608796264,13.255981748388423,14.952052028394151,14.858497845812108,13.649793643103337,13.658866260958312,14.860044836447775,14.829224623725995,13.078683373829106
Q9WTU0 1xPhospho [S474(99.7)],16.79585704550406,16.785126913063344,0.010730132440716744,0.9088295399174275,0.975349306120764,0 / 6,0 / 5,0 / 6,0 / 5,16.88683901197057,16.675948553303535,0.21089045866703415,0.005466765594135886,0.008156761362678941,0 / 6,0 / 5,0 / 6,0 / 5,16.797548071357284,16.588812506027697,16.74589789704274,16.923544324864352,16.57278954729497,16.730681907358303,16.875083183431897,16.96817896601399,16.721082308433946,16.76637649740275,17.01078162911316
Q9WTU0 2xPhospho [T478(95.6); T479(99.3)],17.758154356424036,17.780668448800505,-0.022514092376468398,0.8754359393022125,0.9696621754069952,0 / 6,0 / 5,0 / 6,0 / 5,17.940670738634157,17.561648790148357,0.37902194848579995,0.00013555135332580173,0.0005210412614828216,0 / 6,0 / 5,0 / 6,0 / 5,17.800992443947894,17.69475477088484,17.832306494247838,17.909880709054917,17.45706265729888,17.539338464478924,18.03266392804137,18.028619194304987,17.541747502206476,17.575340555872668,18.039561662207937
P83093 1xPhospho [S650(99)],16.347650169623805,16.282251791853234,0.06539837777057045,0.8116881116805894,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,15.960357504329174,16.74700299020679,-0.7866454858776173,1.159459109360387e-07,2.924099314825952e-06,0 / 6,0 / 5,0 / 6,0 / 5,16.025458670185607,16.748620925100802,16.11117890925397,15.83605275696799,16.658275492256106,16.812800835467623,15.862552308972784,15.939384750203754,16.79173461839238,16.723583079817043,15.987517630390936
B9EJ80 1xPhospho [S968(80.7)],15.199406448928121,15.210278050766423,-0.010871601838301714,0.8978124549199977,0.9740884761657165,0 / 6,0 / 5,0 / 6,0 / 5,15.209030246450949,15.198729493739027,0.010300752711922101,0.9031558054125475,0.9075443175865638,0 / 6,0 / 5,0 / 6,0 / 5,15.402579073415056,15.189062659791563,15.349024060971752,14.908707070600997,15.195871876221128,15.24083571602062,15.180380253935873,15.18490772833648,15.09753077125782,15.270346445403996,15.228583291445537
B9EJ80 2xPhospho [S968(76.6); S973(92.3)],14.902957453101331,14.810478818920988,0.09247863418034363,0.5796845451251129,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.71982867659297,15.03023335073102,-0.3104046741380504,0.037227733489543204,0.04364339731087037,0 / 6,0 / 5,0 / 6,0 / 5,15.059892785340326,15.059808024880391,14.922865273267384,14.62250091023466,15.219928346891743,14.982577522461876,14.662954331220453,14.746110521116767,14.94199790484712,14.946854954573974,14.304648238378231
B9EJ80 3xPhospho [T967(78.2); S973(98.4); S982(78.1)],14.644776751152884,14.500194579059883,0.14458217209300095,0.6697724876159372,0.9642740717748706,0 / 6,0 / 5,0 / 6,0 / 5,14.268399093671329,14.951847768037748,-0.683448674366419,0.019484558240586407,0.0237538360662785,0 / 6,0 / 5,0 / 6,0 / 5,14.906953197084276,15.024704062095363,14.705819923026732,13.91467546222207,15.061913881890383,14.96921996607882,14.323276895577823,14.29246017700851,14.942753287695911,14.760647642428268,13.46720890710857
